address,entity,source
18ok25NTkdrUzdByFJCNVsqVYkujZ8aP45,Mt. Gox,court-filings
18YDgRhxsomuBZ1g9d8Y1JuRmxDhF8Bvff,Mt. Gox,court-filings
195HvmjXgoF3M5vFaBC8swZPhwrE7VhxRD,Mt. Gox,court-filings
199Yxz2TJGtND3QKsHTptTJivqSaUZBvku,Mt. Gox,court-filings
19c8sUa54yQuRTVDfJa3iDkkCaFkzBJLPB,Mt. Gox,court-filings
19Cr4zXpKw43xLJhFZW9iv4DDNtQk2TDeB,Mt. Gox,court-filings
19eihBKk6e5YD2QXAe4SVUsxRLLnTDKsfv,Mt. Gox,court-filings
19KiFrafXEyJCUDYFEv3B6tBUwyfFo7kNU,Mt. Gox,court-filings
1Ar6meJQCkNoC9wnPcyRNNpzX5fBDaGcKd,Mt. Gox,court-filings
1AZu7TQmKBAes2duNDctYwjAB9nhHczUnA,Mt. Gox,court-filings
1B6kJM75iu5ty1HAHMMz6tT1HhjoGNTCa9,Mt. Gox,court-filings
1BDZBTb4KE5oq6wAgA6EvAe3uCFRrAbPao,Mt. Gox,court-filings
1BXyJc6BVuTFnHQCcjiWX2xmCPNVfaSZeb,Mt. Gox,court-filings
1BzK87zuqidZn489Wb2oLSktrjKrX7TLKe,Mt. Gox,court-filings
1C5aU4Xnpd3txbxehk46UZgiuNB8QdpHCH,Mt. Gox,court-filings
1CRjKZJu8LvTutnSKq4zTJ4yiqrzMAArYW,Mt. Gox,court-filings
1CZsoJfkknbnW5fKrt1oR7N1ALE5WmDGP1,Mt. Gox,court-filings
1DedUxzgwErg4ipNi988wPgLk5thwciKcc,Mt. Gox,court-filings
1Drshi4RAuvxk4T6Bkq959ZvLbvy7b1wvD,Mt. Gox,court-filings
1EiiKCCnFgHjEvPZdu29qqgdBm8zTvpU3U,Mt. Gox,court-filings
1EK8vW7UYaYHKiW4TZmYJKtwcZLM14VjvP,Mt. Gox,court-filings
1FhRuUkk8Bfx8FJDemtxhKAR4F8GCNKrXG,Mt. Gox,court-filings
1FrV9hv1AW34BGJvobJatyzUWYDWB9epRW,Mt. Gox,court-filings
1Fu4YgM3Y9CxvioGPqkSzkydAC8MVaPN1D,Mt. Gox,court-filings
1G23Uzwj55k2A9TRwaTknqGav66oDTkWCu,Mt. Gox,court-filings
1GkZQcDy8V6pmHFZqUBUBCnN9dc2hoWasD,Mt. Gox,court-filings
1GyDutntMuYyA2vQGW5HFcKLfx4cbDdbJq,Mt. Gox,court-filings
1H4K3dGfNbAN4AUfyUrpkGpjrd83sntDpV,Mt. Gox,court-filings
1Hb8DmmvvtTYv5RBLuGtDxznkZwVpd5Vjy,Mt. Gox,court-filings
1HdKXsNQtzDcfB6PGM7DWTgX9vhBWsz1ak,Mt. Gox,court-filings
1Hm6XDmhKCHz68wDEYTapN9MEanke8iwUk,Mt. Gox,court-filings
1HuPVqz2xvf1rdNFUqd62vRTyxP3jeX9Ch,Mt. Gox,court-filings
1HweN9p41BY2RBunsPqyVuheEq7gVoxA9u,Mt. Gox,court-filings
1HX4s3JeFU3x1eQgPNQVAdx6FoCtbb1hr8,Mt. Gox,court-filings
1HzEPuenagLEWj68igDXBBXrzc293RuR5V,Mt. Gox,court-filings
1JtgU6Uo1RAt5eiMf34EehyatUezBQP36C,Mt. Gox,court-filings
1JVmoJT3471FjsX5H4hAeR1RyrDgpkHbpm,Mt. Gox,court-filings
1JVU43LNKXqa9W5fCh8tppxDDEWgfeNg46,Mt. Gox,court-filings
1JztCg7eKSkb1vi7NzGJynXpLZmoaFtYud,Mt. Gox,court-filings
1KFDUSZuapMv7YaDmL6cyrHTQhma1MtFYs,Mt. Gox,court-filings
1LLc8aA9C9LLULGbYCYSFKXgxKP2DXdCqP,Mt. Gox,court-filings
1LS5EFRRMDgMQusW6zokQUHjzNUfy6HHCQ,Mt. Gox,court-filings
1LueUjEuBgc7cQhsWT8zAfTjcWmrNBZXaR,Mt. Gox,court-filings
1LXi3x7hyt17cxncscGE887WCrC6XDNZ4P,Mt. Gox,court-filings
1LzwbLgdKd4eFLkpRdeajkH1YJkVCip2zj,Mt. Gox,court-filings
1MkyfwJf7uhWTmVGGQXfcT5ip31DoHMxsz,Mt. Gox,court-filings
1Mm9brripN4RPTzkGnRrbt5uDWdqbfk2iX,Mt. Gox,court-filings
1MPJJzRaT8vLhowNB4dVyWRxxu79dq7WkB,Mt. Gox,court-filings
1MvpYtqgBH7CXbTutrSVCTNHPzm9vakuRy,Mt. Gox,court-filings
1N5X4kcZ56uRh24XrZoztS9Vb8G7j1Joop,Mt. Gox,court-filings
1NA3Tj4b1jtx9eGELe31Jw4DrzTqKP3ayH,Mt. Gox,court-filings
1Pq7hooZbEAz5y3QMnqFY8C5xqTdrjUwcA,Mt. Gox,court-filings
1PRXQEoL8vzEzoJJ9hbtAP6NaV2daccAUn,Mt. Gox,court-filings
1PxGTuJzDx1ceFHx4Z5CHaWuhiPBNovmZD,Mt. Gox,court-filings
# Mt. Gox - stolen BTC address (hacker controlled, not trustee)
1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,Mt. Gox,court-filings
# QuadrigaCX - cold wallet addresses identified by Ernst & Young monitor and blockchain analysis
1HyYMMCdCcHnfjwMW2jE4cv9qVkVDFUzVa,QuadrigaCX,bankruptcy-filing
1JPtxSGoekZfLQeYAWkbhBhkr2VEDADHZB,QuadrigaCX,bankruptcy-filing
1MhgmGaHwLAvvKVyFvy6zy9pRQFXaxwE9M,QuadrigaCX,bankruptcy-filing
1ECUQLuioJbFZAQchcZq9pggd4EwcpuANe,QuadrigaCX,bankruptcy-filing
1J9Fqc3TicNoy1Y7tgmhQznWrP5AVLXj9R,QuadrigaCX,bankruptcy-filing
# QuadrigaCX - hot wallet address from court affidavit
3N8auHdN9rtmHDHqNnXK4eWhfukBAQcve1,QuadrigaCX,bankruptcy-filing
# BTC-e - WalletExplorer cluster (DOJ seizure 2017, Alexander Vinnik prosecution)
1CAJWsyuyd7LymX8wmjF2Ss1DczKriPmvW,BTC-e,walletexplorer-cluster-btce
1JVe4vhD3TK1bqSbSS41DFxh7TuUBRYWZr,BTC-e,walletexplorer-cluster-btce
1KbKQxwVvPfQFNHet1Cyd7B24UjLYU6WwM,BTC-e,walletexplorer-cluster-btce
1HDcf6fNijMkPReMxpNv8B2B4iXPHuxK7g,BTC-e,walletexplorer-cluster-btce
15epDifd6B2AXkNGvrv2KvFGFQpEpnvPAm,BTC-e,walletexplorer-cluster-btce
1CzGBmbGhsrQAwAMLqB1ca26sEkGEygJ2g,BTC-e,walletexplorer-cluster-btce
1CX1pBK4LzbNWGJTQWTDryimVgS4gLV6tt,BTC-e,walletexplorer-cluster-btce
1HY5d1jkiTA5C2Utss9kUvVVHWJo5UrEFD,BTC-e,walletexplorer-cluster-btce
1AAq1Bf1M1S8WDwWjj3nrEGpHRwF2pxELe,BTC-e,walletexplorer-cluster-btce
1BKdYo8kdFxwYbDVDrF7RJCKUTr9LiQytu,BTC-e,walletexplorer-cluster-btce
13eh4wPLe1nCsh8FXJNpL6e9D1edWNT1Ub,BTC-e,walletexplorer-cluster-btce
1Lrp3685NBEoGNjtJok1TcYapwUsxf9gPB,BTC-e,walletexplorer-cluster-btce
1tpmBRvvJqwTZ3NBavY4mxWu9zJQ6GELm,BTC-e,walletexplorer-cluster-btce
1JGwfDSTJEz9qPwnhn1ce7RZz2yHj72KX7,BTC-e,walletexplorer-cluster-btce
19kc1ReofW3urVvMmvr9728Mph2d3Ys2gh,BTC-e,walletexplorer-cluster-btce
16EbtdyjrXqDUt3BEHngM9iftPZAGpB7fZ,BTC-e,walletexplorer-cluster-btce
1G5MCF5PpkrRnE39cuZDqMCrx6z8pv4nhf,BTC-e,walletexplorer-cluster-btce
15JiMMGkpjULDRGf6VhQjo39SU7XfdhxKR,BTC-e,walletexplorer-cluster-btce
1BgyYa8JNAaMf7Sdt89sb6A8CZMMyphN7Z,BTC-e,walletexplorer-cluster-btce
1Q5EUGEntaP5qq6Vh1GF22tU7KmTkpQaiD,BTC-e,walletexplorer-cluster-btce
1M2jREF8CHAY3WCF62sKwJYiYW2tkjpNke,BTC-e,walletexplorer-cluster-btce
1EYitrwBYNWuTBcjZFbEUdqHppe2raLpaF,BTC-e,walletexplorer-cluster-btce
12jDmg4KCv6oWrqtEjSULcBcGzhVYVzKR5,BTC-e,walletexplorer-cluster-btce
1Fx1xAFyxdE9nW5ck2eEDRQAGYQs9b5PZb,BTC-e,walletexplorer-cluster-btce
1JR9RGTyicEXM4JduLmmbDNM8FkEF8t22P,BTC-e,walletexplorer-cluster-btce
1LvKLzypAWvmckkLUsLCkVdFKx4w1FwCaJ,BTC-e,walletexplorer-cluster-btce
1PaQ8CjmkWvWXvG7GnMLv6zsCBsh5QMVdr,BTC-e,walletexplorer-cluster-btce
178NYHtAekqugsKmS8AXFk94P5gbsgiUMi,BTC-e,walletexplorer-cluster-btce
1FLbbTKZ3MKwk1h5jVg9CsjJLMVrH47CPj,BTC-e,walletexplorer-cluster-btce
1368pniyxrX3bDMN1EHGWStNnyMCHtTKAb,BTC-e,walletexplorer-cluster-btce
