address,entity,source
# Huobi (HTX) - WalletExplorer.com Huobi.com cluster addresses
19hx1B4pTDsBAYJJYYrj1t6bcVw1e9omuH,Huobi (HTX),walletexplorer-cluster
16vyeuwbuNz9PKPs4VqqGLsVRJ2G6uJj39,Huobi (HTX),walletexplorer-cluster
12uuCfvuxeyGhWaEU1sHTbkCN7eWMT7qFp,Huobi (HTX),walletexplorer-cluster
1NMbcRqggWu75DG5AqZtin5kecdHoDVs3b,Huobi (HTX),walletexplorer-cluster
1DgcQFeaCQBo41oxtzUuV3caW5TNjXvhLZ,Huobi (HTX),walletexplorer-cluster
16K4VtKNxcaNkvNvDYiiWjyn1n49irJ8Ep,Huobi (HTX),walletexplorer-cluster
1FDpmBztMAUvR1Q4JJeb2FnA4VUxUAAtmd,Huobi (HTX),walletexplorer-cluster
1ko9cGfFxWoUMMZ3MsxuSjRHfLDNgyjr9,Huobi (HTX),walletexplorer-cluster
1MnkzcBw8prYASnMiJ772ApcEsn1tFtn1A,Huobi (HTX),walletexplorer-cluster
1CXrs7piiUdDXG1nT8jk43GWqCtPpbQbYu,Huobi (HTX),walletexplorer-cluster
17WQqNZafGZWWa1zW4LaJ1h7S7qKKER8as,Huobi (HTX),walletexplorer-cluster
14zzx8PWeXULMp11NmFdk3yuTabME6naBN,Huobi (HTX),walletexplorer-cluster
1H8casG2e6keyjVGoQeh21oE2UJCtXECSL,Huobi (HTX),walletexplorer-cluster
1JHsjazLvtpW6MC3AppTK8FtDU79mKeJDg,Huobi (HTX),walletexplorer-cluster
18FVW8RUVnoHwBGFkRFsf9kyAHJcrcbiuS,Huobi (HTX),walletexplorer-cluster
1F3GeJi6VesFMkaUF9o81vtJFkTdCs59bC,Huobi (HTX),walletexplorer-cluster
1NMwkFzhkPRdK1XCH8dKxWmsCDCFFmx8Rq,Huobi (HTX),walletexplorer-cluster
1BzudAAfaaqtNVUs1ZjFAzSZKoWKSg6NYY,Huobi (HTX),walletexplorer-cluster
1LvWcQMQS8X5uyX7sSZSkEaUeM1ojYZ6r3,Huobi (HTX),walletexplorer-cluster
1KXiM8NMPfAHvRdt3ZvUDrFWW1B29i2xr6,Huobi (HTX),walletexplorer-cluster
1MTKTCg7Xh3yinQ87sjUzp73ES5caET61t,Huobi (HTX),walletexplorer-cluster
15s6yYhzVsrM29nBi1geaJuBZFGQtMdhA6,Huobi (HTX),walletexplorer-cluster
12aKRDdkL5Ae3zRVwbs9ywPo4Jfx44GYfd,Huobi (HTX),walletexplorer-cluster
185ohog3RpD81YnG1p3Eb4DaS4FtU4hHc7,Huobi (HTX),walletexplorer-cluster
1Crucw3RmmFvNdM35mt5QKC4tbVwWgXDgd,Huobi (HTX),walletexplorer-cluster
1vdXJDiDSzeUAoM7eAcWZPhM9wEKmH8dG,Huobi (HTX),walletexplorer-cluster
1HcQVoEFKk9rqU61UnAsKczxkeEj31hE92,Huobi (HTX),walletexplorer-cluster
1Eb3pnx8LKsu4m7fR6Bt2bBw7wcEiH2erW,Huobi (HTX),walletexplorer-cluster
1BDvRoPJK2evVhRRWJg3Fhyv7WPpwuiubJ,Huobi (HTX),walletexplorer-cluster
144jMnE7sagf67e2e1vX9YPX9BhvWSoMnD,Huobi (HTX),walletexplorer-cluster
# Crypto.com - no additional addresses found beyond proof-of-reserves.csv and exchange-modern-curated.csv
# Crypto.com disclosed 6 BTC addresses in their "Transparency First" blog post (Nov 2022), all already cataloged
